,localName,type,latitude,longitude,webUrl,phone,text_for_embedding
228,Little Pearl,RESTAURANT,38.88316,-76.993576,https://www.tripadvisor.com/Restaurant_Review-g28970-d13530641-Reviews-Little_Pearl-Washington_DC_District_of_Columbia.html,+1 202-618-1868,Little Pearl RESTAURANT
229,Merriweather Cafe,RESTAURANT,38.943756,-77.05264,https://www.tripadvisor.com/Restaurant_Review-g28970-d3187292-Reviews-Merriweather_Cafe-Washington_DC_District_of_Columbia.html,+1 202-686-5807,Merriweather Cafe RESTAURANT
230,Xiquet by Danny Lledo,RESTAURANT,38.92128,-77.07243,https://www.tripadvisor.com/Restaurant_Review-g28970-d23307001-Reviews-Xiquet_by_Danny_Lledo-Washington_DC_District_of_Columbia.html,+1 202-913-4671,Xiquet by Danny Lledo RESTAURANT
231,matchbox,RESTAURANT,38.882095,-76.995346,https://www.tripadvisor.com/Restaurant_Review-g28970-d1995549-Reviews-Matchbox-Washington_DC_District_of_Columbia.html,+1 202-548-0369,matchbox RESTAURANT
232,Full Kee,RESTAURANT,38.899944,-77.01934,https://www.tripadvisor.com/Restaurant_Review-g28970-d485053-Reviews-Full_Kee-Washington_DC_District_of_Columbia.html,+1 202-920-5080,Full Kee RESTAURANT
233,Brookland's Finest Bar & Kitchen,RESTAURANT,38.929398,-76.99102,https://www.tripadvisor.com/Restaurant_Review-g28970-d7259955-Reviews-Brookland_s_Finest_Bar_Kitchen-Washington_DC_District_of_Columbia.html,+1 202-636-0050,Brookland's Finest Bar & Kitchen RESTAURANT
234,The Henri,RESTAURANT,38.89638,-77.02996,https://www.tripadvisor.com/Restaurant_Review-g28970-d24830670-Reviews-The_Henri-Washington_DC_District_of_Columbia.html,+1 202-989-5881,The Henri RESTAURANT
235,Steak And Egg,RESTAURANT,38.951298,-77.08122,https://www.tripadvisor.com/Restaurant_Review-g28970-d969903-Reviews-Steak_And_Egg-Washington_DC_District_of_Columbia.html,+1 202-686-5211,Steak And Egg RESTAURANT
236,Cosmos Club,RESTAURANT,38.911377,-77.04813,https://www.tripadvisor.com/Restaurant_Review-g28970-d10792186-Reviews-Cosmos_Club-Washington_DC_District_of_Columbia.html,+1 202-387-7783,Cosmos Club RESTAURANT
237,Stellina Pizzeria,RESTAURANT,38.907734,-77.00033,https://www.tripadvisor.com/Restaurant_Review-g28970-d17528204-Reviews-Stellina_Pizzeria-Washington_DC_District_of_Columbia.html,+1 202-851-3995,Stellina Pizzeria RESTAURANT
238,District Tap,RESTAURANT,38.906902,-77.04938,https://www.tripadvisor.com/Restaurant_Review-g28970-d11876440-Reviews-District_Tap-Washington_DC_District_of_Columbia.html,+1 202-449-4030,District Tap RESTAURANT
239,Al Volo Osteria,RESTAURANT,38.92271,-77.042175,https://www.tripadvisor.com/Restaurant_Review-g28970-d10760327-Reviews-Al_Volo_Osteria-Washington_DC_District_of_Columbia.html,+1 202-758-0759,Al Volo Osteria RESTAURANT
240,Crimson Diner & Coffee Bar,RESTAURANT,38.899937,-77.02119,https://www.tripadvisor.com/Restaurant_Review-g28970-d12676290-Reviews-Crimson_Diner_Coffee_Bar-Washington_DC_District_of_Columbia.html,+1 202-847-4454,Crimson Diner & Coffee Bar RESTAURANT
241,Joselito Casa de Comidas,RESTAURANT,38.885143,-76.99661,https://www.tripadvisor.com/Restaurant_Review-g28970-d12071238-Reviews-Joselito_Casa_de_Comidas-Washington_DC_District_of_Columbia.html,+1 202-930-6955,Joselito Casa de Comidas RESTAURANT
242,Astoria,RESTAURANT,38.91056,-77.03828,https://www.tripadvisor.com/Restaurant_Review-g28970-d19742002-Reviews-Astoria-Washington_DC_District_of_Columbia.html,+1 202-754-0065,Astoria RESTAURANT
243,Morton's The Steakhouse,RESTAURANT,38.903458,-77.04015,https://www.tripadvisor.com/Restaurant_Review-g28970-d3896188-Reviews-Morton_s_The_Steakhouse-Washington_DC_District_of_Columbia.html,+1 202-955-5997,Morton's The Steakhouse RESTAURANT
244,Della Barba Pizza,RESTAURANT,38.89012,-76.9857,https://www.tripadvisor.com/Restaurant_Review-g28970-d18338140-Reviews-Della_Barba_Pizza-Washington_DC_District_of_Columbia.html,+1 202-845-3033,Della Barba Pizza RESTAURANT
245,New Heights Restaurant,RESTAURANT,38.92358,-77.05225,https://www.tripadvisor.com/Restaurant_Review-g28970-d450674-Reviews-New_Heights_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-290-2692,New Heights Restaurant RESTAURANT
246,Tunnicliffs Tavern,RESTAURANT,38.88671,-76.99606,https://www.tripadvisor.com/Restaurant_Review-g28970-d4041283-Reviews-Tunnicliffs_Tavern-Washington_DC_District_of_Columbia.html,+1 202-544-5680,Tunnicliffs Tavern RESTAURANT
247,The Tavern at the Henley Park Hotel,RESTAURANT,38.903133,-77.02559,https://www.tripadvisor.com/Restaurant_Review-g28970-d595702-Reviews-The_Tavern_at_the_Henley_Park_Hotel-Washington_DC_District_of_Columbia.html,+1 202-414-0500,The Tavern at the Henley Park Hotel RESTAURANT
248,"The Greenhouse at The Jefferson, DC",RESTAURANT,38.905888,-77.03675,https://www.tripadvisor.com/Restaurant_Review-g28970-d1533838-Reviews-The_Greenhouse_at_The_Jefferson_DC-Washington_DC_District_of_Columbia.html,+1 202-448-2300,"The Greenhouse at The Jefferson, DC RESTAURANT"
249,Mission Navy Yard,RESTAURANT,38.874786,-77.008385,https://www.tripadvisor.com/Restaurant_Review-g28970-d15668995-Reviews-Mission_Navy_Yard-Washington_DC_District_of_Columbia.html,+1 202-810-7010,Mission Navy Yard RESTAURANT
250,Surfside The Wharf,RESTAURANT,38.879913,-77.02511,https://www.tripadvisor.com/Restaurant_Review-g28970-d23298296-Reviews-Surfside_The_Wharf-Washington_DC_District_of_Columbia.html,+1 202-851-4560,Surfside The Wharf RESTAURANT
251,Sababa Israeli Restaurant,RESTAURANT,38.933903,-77.0571,https://www.tripadvisor.com/Restaurant_Review-g28970-d13822113-Reviews-Sababa_Israeli_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-244-6750,Sababa Israeli Restaurant RESTAURANT
252,ala,RESTAURANT,38.908035,-77.04352,https://www.tripadvisor.com/Restaurant_Review-g28970-d23161659-Reviews-Ala-Washington_DC_District_of_Columbia.html,+1 202-717-1166,ala RESTAURANT
253,Cafe Divan,RESTAURANT,38.91539,-77.06772,https://www.tripadvisor.com/Restaurant_Review-g28970-d510880-Reviews-Cafe_Divan-Washington_DC_District_of_Columbia.html,+1 202-338-1747,Cafe Divan RESTAURANT
254,Raku,RESTAURANT,38.934048,-77.07275,https://www.tripadvisor.com/Restaurant_Review-g28970-d8448544-Reviews-Raku-Washington_DC_District_of_Columbia.html,+1 202-244-7258,Raku RESTAURANT
255,Chinatown Express,RESTAURANT,38.89957,-77.0202,https://www.tripadvisor.com/Restaurant_Review-g28970-d450543-Reviews-Chinatown_Express-Washington_DC_District_of_Columbia.html,+1 202-638-0424,Chinatown Express RESTAURANT
256,Potbelly Sandwich Shop,RESTAURANT,38.884,-77.0293,https://www.tripadvisor.com/Restaurant_Review-g28970-d2181781-Reviews-Potbelly_Sandwich_Shop-Washington_DC_District_of_Columbia.html,+1 202-863-3891,Potbelly Sandwich Shop RESTAURANT
257,1331,RESTAURANT,38.89635,-77.03081,https://www.tripadvisor.com/Restaurant_Review-g28970-d1432010-Reviews-1331-Washington_DC_District_of_Columbia.html,+1 12345678,1331 RESTAURANT
258,Annie's Paramount Steak House,RESTAURANT,38.911606,-77.03836,https://www.tripadvisor.com/Restaurant_Review-g28970-d650950-Reviews-Annie_s_Paramount_Steak_House-Washington_DC_District_of_Columbia.html,+1 202-232-0395,Annie's Paramount Steak House RESTAURANT
259,Cafe of India,RESTAURANT,38.95376,-77.08179,https://www.tripadvisor.com/Restaurant_Review-g28970-d1835935-Reviews-Cafe_of_India-Washington_DC_District_of_Columbia.html,+1 202-244-1395,Cafe of India RESTAURANT
260,Perry's Restaurant,RESTAURANT,38.92209,-77.04354,https://www.tripadvisor.com/Restaurant_Review-g28970-d450675-Reviews-Perry_s_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-234-6218,Perry's Restaurant RESTAURANT
261,Baan Siam,RESTAURANT,38.90142,-77.016304,https://www.tripadvisor.com/Restaurant_Review-g28970-d21001396-Reviews-Baan_Siam-Washington_DC_District_of_Columbia.html,+1 202-588-5889,Baan Siam RESTAURANT
262,Kelly's Irish Times Pub,RESTAURANT,38.89716,-77.009636,https://www.tripadvisor.com/Restaurant_Review-g28970-d497601-Reviews-Kelly_s_Irish_Times_Pub-Washington_DC_District_of_Columbia.html,+1 202-543-5433,Kelly's Irish Times Pub RESTAURANT
263,1310 Kitchen & Bar,RESTAURANT,38.907196,-77.06356,https://www.tripadvisor.com/Restaurant_Review-g28970-d13806842-Reviews-1310_Kitchen_Bar-Washington_DC_District_of_Columbia.html,+1 202-333-8232,1310 Kitchen & Bar RESTAURANT
264,Sunrise Cafe,RESTAURANT,38.904106,-77.038704,https://www.tripadvisor.com/Restaurant_Review-g28970-d4097346-Reviews-Sunrise_Cafe-Washington_DC_District_of_Columbia.html,+1 202-463-0032,Sunrise Cafe RESTAURANT
265,Imperfecto,RESTAURANT,38.904312,-77.0503,https://www.tripadvisor.com/Restaurant_Review-g28970-d23387520-Reviews-Imperfecto-Washington_DC_District_of_Columbia.html,+1 202-964-1012,Imperfecto RESTAURANT
266,La Bise,RESTAURANT,38.900467,-77.038536,https://www.tripadvisor.com/Restaurant_Review-g28970-d23551476-Reviews-La_Bise-Washington_DC_District_of_Columbia.html,+1 202-463-8700,La Bise RESTAURANT
267,The Prime Rib,RESTAURANT,38.902332,-77.045815,https://www.tripadvisor.com/Restaurant_Review-g28970-d1535057-Reviews-The_Prime_Rib-Washington_DC_District_of_Columbia.html,+1 202-466-8811,The Prime Rib RESTAURANT
268,Lyle's,RESTAURANT,38.913345,-77.039474,https://www.tripadvisor.com/Restaurant_Review-g28970-d23184343-Reviews-Lyle_s-Washington_DC_District_of_Columbia.html,+1 202-964-6790,Lyle's RESTAURANT
269,Swahili Village - The Consulate DC,RESTAURANT,38.905434,-77.04457,https://www.tripadvisor.com/Restaurant_Review-g28970-d20952330-Reviews-Swahili_Village_The_Consulate_DC-Washington_DC_District_of_Columbia.html,+1 202-758-3384,Swahili Village - The Consulate DC RESTAURANT
270,Seoul Spice,RESTAURANT,38.90703,-77.00503,https://www.tripadvisor.com/Restaurant_Review-g28970-d10000617-Reviews-Seoul_Spice-Washington_DC_District_of_Columbia.html,+1 202-817-6927,Seoul Spice RESTAURANT
271,The Cheesecake Factory,RESTAURANT,38.89999,-77.03333,https://www.tripadvisor.com/Restaurant_Review-g28970-d23218522-Reviews-The_Cheesecake_Factory-Washington_DC_District_of_Columbia.html,+1 202-312-5801,The Cheesecake Factory RESTAURANT
272,San Lorenzo Ristorante & Bar,RESTAURANT,38.907833,-77.02416,https://www.tripadvisor.com/Restaurant_Review-g28970-d14548224-Reviews-San_Lorenzo_Ristorante_Bar-Washington_DC_District_of_Columbia.html,+1 202-588-8954,San Lorenzo Ristorante & Bar RESTAURANT
273,Duke's Grocery,RESTAURANT,38.910194,-77.03818,https://www.tripadvisor.com/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,+1 (202) 525-2079,Duke's Grocery RESTAURANT
274,Mercy Me DC Restaurant,RESTAURANT,38.90484,-77.04756,https://www.tripadvisor.com/Restaurant_Review-g28970-d21203227-Reviews-Mercy_Me_DC_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-828-7762,Mercy Me DC Restaurant RESTAURANT
275,Rakuya,RESTAURANT,38.911022,-77.04362,https://www.tripadvisor.com/Restaurant_Review-g28970-d450450-Reviews-Rakuya-Washington_DC_District_of_Columbia.html,+1 202-265-7258,Rakuya RESTAURANT
276,Bistro Aracosia,RESTAURANT,38.92494,-77.10173,https://www.tripadvisor.com/Restaurant_Review-g28970-d13111239-Reviews-Bistro_Aracosia-Washington_DC_District_of_Columbia.html,+1 202-363-0400,Bistro Aracosia RESTAURANT
277,Ruta Ukrainian Restaurant,RESTAURANT,38.885357,-76.99649,https://www.tripadvisor.com/Restaurant_Review-g28970-d25804496-Reviews-Ruta_Ukrainian_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-492-7986,Ruta Ukrainian Restaurant RESTAURANT
278,Lavagna,RESTAURANT,38.8816,-76.99514,https://www.tripadvisor.com/Restaurant_Review-g28970-d2233169-Reviews-Lavagna-Washington_DC_District_of_Columbia.html,+1 202-546-5006,Lavagna RESTAURANT
279,Gypsy Kitchen,RESTAURANT,38.914886,-77.03155,https://www.tripadvisor.com/Restaurant_Review-g28970-d21245592-Reviews-Gypsy_Kitchen-Washington_DC_District_of_Columbia.html,+1 202-765-0500,Gypsy Kitchen RESTAURANT
280,Gatsby,RESTAURANT,38.87476,-77.0077,https://www.tripadvisor.com/Restaurant_Review-g28970-d23310154-Reviews-Gatsby-Washington_DC_District_of_Columbia.html,+1 202-817-3005,Gatsby RESTAURANT
281,Cranes Spanish Kaiseki,RESTAURANT,38.899197,-77.02419,https://www.tripadvisor.com/Restaurant_Review-g28970-d20076764-Reviews-Cranes_Spanish_Kaiseki-Washington_DC_District_of_Columbia.html,+1 202-525-4900,Cranes Spanish Kaiseki RESTAURANT
282,Sushi Nakazawa,RESTAURANT,38.893707,-77.02762,https://www.tripadvisor.com/Restaurant_Review-g28970-d15049682-Reviews-Sushi_Nakazawa-Washington_DC_District_of_Columbia.html,+1 202-289-3515,Sushi Nakazawa RESTAURANT
283,Del Frisco's Double Eagle Steakhouse,RESTAURANT,38.900715,-77.024765,https://www.tripadvisor.com/Restaurant_Review-g28970-d7133721-Reviews-Del_Frisco_s_Double_Eagle_Steakhouse-Washington_DC_District_of_Columbia.html,+1 202-289-0201,Del Frisco's Double Eagle Steakhouse RESTAURANT
284,Mr. Henry's,RESTAURANT,38.88519,-76.99826,https://www.tripadvisor.com/Restaurant_Review-g28970-d481102-Reviews-Mr_Henry_s-Washington_DC_District_of_Columbia.html,+1 202-546-8412,Mr. Henry's RESTAURANT
285,Mandu,RESTAURANT,38.90273,-77.01792,https://www.tripadvisor.com/Restaurant_Review-g28970-d4231600-Reviews-Mandu-Washington_DC_District_of_Columbia.html,+1 202-289-6899,Mandu RESTAURANT
286,Froggy Bottom Pub,RESTAURANT,38.90291,-77.04578,https://www.tripadvisor.com/Restaurant_Review-g28970-d1026353-Reviews-Froggy_Bottom_Pub-Washington_DC_District_of_Columbia.html,+1 202-338-3000,Froggy Bottom Pub RESTAURANT
287,Nobu Washington D.C.,RESTAURANT,38.905396,-77.05412,https://www.tripadvisor.com/Restaurant_Review-g28970-d13000766-Reviews-Nobu_Washington_D_C-Washington_DC_District_of_Columbia.html,+1 202-871-6565,Nobu Washington D.C. RESTAURANT
288,Fourth Estate,RESTAURANT,38.896984,-77.031166,https://www.tripadvisor.com/Restaurant_Review-g28970-d538664-Reviews-Fourth_Estate-Washington_DC_District_of_Columbia.html,+1 202-662-7638,Fourth Estate RESTAURANT
289,Busboys and Poets,RESTAURANT,38.932102,-76.99747,https://www.tripadvisor.com/Restaurant_Review-g28970-d7799312-Reviews-Busboys_and_Poets-Washington_DC_District_of_Columbia.html,+1 202-636-7230,Busboys and Poets RESTAURANT
290,Grazie Nonna,RESTAURANT,38.90403,-77.03486,https://www.tripadvisor.com/Restaurant_Review-g28970-d25091187-Reviews-Grazie_Nonna-Washington_DC_District_of_Columbia.html,+1 202-989-0307,Grazie Nonna RESTAURANT
291,Annabelle,RESTAURANT,38.912727,-77.04729,https://www.tripadvisor.com/Restaurant_Review-g28970-d19692074-Reviews-Annabelle-Washington_DC_District_of_Columbia.html,+1 202-916-5675,Annabelle RESTAURANT
292,Cafe Lombardy,RESTAURANT,38.901184,-77.04586,https://www.tripadvisor.com/Restaurant_Review-g28970-d450592-Reviews-Cafe_Lombardy-Washington_DC_District_of_Columbia.html,+1 202-828-2600,Cafe Lombardy RESTAURANT
293,Rooster & Owl,RESTAURANT,38.92144,-77.03217,https://www.tripadvisor.com/Restaurant_Review-g28970-d16732730-Reviews-Rooster_Owl-Washington_DC_District_of_Columbia.html,+1 202-813-3976,Rooster & Owl RESTAURANT
294,Bistro Cacao,RESTAURANT,38.89439,-77.00125,https://www.tripadvisor.com/Restaurant_Review-g28970-d1656754-Reviews-Bistro_Cacao-Washington_DC_District_of_Columbia.html,+1 202-546-4737,Bistro Cacao RESTAURANT
295,Sushi Taro,RESTAURANT,38.909897,-77.03818,https://www.tripadvisor.com/Restaurant_Review-g28970-d450454-Reviews-Sushi_Taro-Washington_DC_District_of_Columbia.html,+1 202-462-8999,Sushi Taro RESTAURANT
296,Milk & Honey,RESTAURANT,38.87789,-77.0224,https://www.tripadvisor.com/Restaurant_Review-g28970-d26353355-Reviews-Milk_Honey-Washington_DC_District_of_Columbia.html,+1 12345678,Milk & Honey RESTAURANT
297,Supra Llc,RESTAURANT,38.905945,-77.026665,https://www.tripadvisor.com/Restaurant_Review-g28970-d13035247-Reviews-Supra_Llc-Washington_DC_District_of_Columbia.html,+1 202-789-1205,Supra Llc RESTAURANT
298,Boqueria Dupont,RESTAURANT,38.90579,-77.043396,https://www.tripadvisor.com/Restaurant_Review-g28970-d3158707-Reviews-Boqueria_Dupont-Washington_DC_District_of_Columbia.html,+1 202-558-9545,Boqueria Dupont RESTAURANT
299,Dovetail Bar & Restaurant,RESTAURANT,38.908054,-77.03292,https://www.tripadvisor.com/Restaurant_Review-g28970-d24098017-Reviews-Dovetail_Bar_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-742-3150,Dovetail Bar & Restaurant RESTAURANT
300,Char Bar,RESTAURANT,38.903534,-77.048294,https://www.tripadvisor.com/Restaurant_Review-g28970-d7199323-Reviews-Char_Bar-Washington_DC_District_of_Columbia.html,+1 202-785-4314,Char Bar RESTAURANT
301,Kinfolk Southern Kitchen,RESTAURANT,38.877815,-77.02316,https://www.tripadvisor.com/Restaurant_Review-g28970-d27484678-Reviews-Kinfolk_Southern_Kitchen-Washington_DC_District_of_Columbia.html,+1 202-808-8567,Kinfolk Southern Kitchen RESTAURANT
302,The Army and Navy Club,RESTAURANT,38.90164,-77.039,https://www.tripadvisor.com/Restaurant_Review-g28970-d3821059-Reviews-The_Army_and_Navy_Club-Washington_DC_District_of_Columbia.html,+1 202-628-8400,The Army and Navy Club RESTAURANT
303,The Dignitary,RESTAURANT,38.903416,-77.02512,https://www.tripadvisor.com/Restaurant_Review-g28970-d7275881-Reviews-The_Dignitary-Washington_DC_District_of_Columbia.html,+1 202-824-9200,The Dignitary RESTAURANT
304,Uptowner Cafe,RESTAURANT,38.904808,-77.0516,https://www.tripadvisor.com/Restaurant_Review-g28970-d3605255-Reviews-Uptowner_Cafe-Washington_DC_District_of_Columbia.html,+1 12345678,Uptowner Cafe RESTAURANT
305,Via Sophia,RESTAURANT,38.90292,-77.03158,https://www.tripadvisor.com/Restaurant_Review-g28970-d17822514-Reviews-Via_Sophia-Washington_DC_District_of_Columbia.html,+1 202-218-7575,Via Sophia RESTAURANT
306,Gordon Ramsay Fish & Chips,RESTAURANT,38.877552,-77.022865,https://www.tripadvisor.com/Restaurant_Review-g28970-d25087015-Reviews-Gordon_Ramsay_Fish_Chips-Washington_DC_District_of_Columbia.html,+1 771-444-5590,Gordon Ramsay Fish & Chips RESTAURANT
307,National Museum of Women in the Arts,ATTRACTION,38.900093,-77.02911,https://www.tripadvisor.com/Attraction_Review-g28970-d105590-Reviews-National_Museum_of_Women_in_the_Arts-Washington_DC_District_of_Columbia.html,+1 202-783-5000,National Museum of Women in the Arts ATTRACTION
308,Kaliwa,RESTAURANT,38.878788,-77.02439,https://www.tripadvisor.com/Restaurant_Review-g28970-d13984667-Reviews-Kaliwa-Washington_DC_District_of_Columbia.html,+1 202-516-4739,Kaliwa RESTAURANT
309,The Wharf DC,ATTRACTION,38.879395,-77.0247,https://www.tripadvisor.com/Attraction_Review-g28970-d13007321-Reviews-The_Wharf_DC-Washington_DC_District_of_Columbia.html,+1 202-688-3590,The Wharf DC ATTRACTION
310,Union Market,ATTRACTION,38.908604,-76.99758,https://www.tripadvisor.com/Attraction_Review-g28970-d3629285-Reviews-Union_Market-Washington_DC_District_of_Columbia.html,+1 202-902-2633,Union Market ATTRACTION
311,Smithsonian American Art Museum,ATTRACTION,38.897877,-77.02301,https://www.tripadvisor.com/Attraction_Review-g28970-d532224-Reviews-Smithsonian_American_Art_Museum-Washington_DC_District_of_Columbia.html,+1 202-633-1000,Smithsonian American Art Museum ATTRACTION
312,National Postal Museum,ATTRACTION,38.897724,-77.008156,https://www.tripadvisor.com/Attraction_Review-g28970-d218826-Reviews-National_Postal_Museum-Washington_DC_District_of_Columbia.html,+1 202-633-5555,National Postal Museum ATTRACTION
313,Renwick Gallery,ATTRACTION,38.899113,-77.03908,https://www.tripadvisor.com/Attraction_Review-g28970-d130101-Reviews-Renwick_Gallery-Washington_DC_District_of_Columbia.html,+1 202-633-7970,Renwick Gallery ATTRACTION
314,Smithsonian Institution Building,ATTRACTION,38.8888,-77.02596,https://www.tripadvisor.com/Attraction_Review-g28970-d107880-Reviews-Smithsonian_Institution_Building-Washington_DC_District_of_Columbia.html,+1 202-633-1000,Smithsonian Institution Building ATTRACTION
315,Tidal Basin,ATTRACTION,38.88435,-77.039276,https://www.tripadvisor.com/Attraction_Review-g28970-d105014-Reviews-Tidal_Basin-Washington_DC_District_of_Columbia.html,+1 12345678,Tidal Basin ATTRACTION
316,John F. Kennedy Center for the Performing Arts,ATTRACTION,38.89592,-77.055885,https://www.tripadvisor.com/Attraction_Review-g28970-d141825-Reviews-John_F_Kennedy_Center_for_the_Performing_Arts-Washington_DC_District_of_Columbia.html,+1 202-416-8000,John F. Kennedy Center for the Performing Arts ATTRACTION
317,Nationals Park,ATTRACTION,38.87305,-77.008804,https://www.tripadvisor.com/Attraction_Review-g28970-d1091681-Reviews-Nationals_Park-Washington_DC_District_of_Columbia.html,+1 202-640-7368,Nationals Park ATTRACTION
318,U.S. Capitol Visitor Center,ATTRACTION,38.889805,-77.00819,https://www.tripadvisor.com/Attraction_Review-g28970-d1741602-Reviews-U_S_Capitol_Visitor_Center-Washington_DC_District_of_Columbia.html,+1 202-226-8000,U.S. Capitol Visitor Center ATTRACTION
319,White House Visitors Center,ATTRACTION,38.895325,-77.032776,https://www.tripadvisor.com/Attraction_Review-g28970-d218822-Reviews-White_House_Visitors_Center-Washington_DC_District_of_Columbia.html,+1 202-208-1631,White House Visitors Center ATTRACTION
320,Union Station,ATTRACTION,38.8975,-77.00621,https://www.tripadvisor.com/Attraction_Review-g28970-d104862-Reviews-Union_Station-Washington_DC_District_of_Columbia.html,+1 202-289-1908,Union Station ATTRACTION
321,U.S. National Arboretum,ATTRACTION,38.91211,-76.965775,https://www.tripadvisor.com/Attraction_Review-g28970-d124620-Reviews-U_S_National_Arboretum-Washington_DC_District_of_Columbia.html,+1 202-245-4523,U.S. National Arboretum ATTRACTION
322,National Museum of the American Indian,ATTRACTION,38.888325,-77.01681,https://www.tripadvisor.com/Attraction_Review-g28970-d493063-Reviews-National_Museum_of_the_American_Indian-Washington_DC_District_of_Columbia.html,+1 202-633-1000,National Museum of the American Indian ATTRACTION
323,The Gardens At Dumbarton Oaks,ATTRACTION,38.91411,-77.06413,https://www.tripadvisor.com/Attraction_Review-g28970-d105289-Reviews-The_Gardens_At_Dumbarton_Oaks-Washington_DC_District_of_Columbia.html,+1 202-339-6400,The Gardens At Dumbarton Oaks ATTRACTION
324,The Pentagon,ATTRACTION,38.871857,-77.05627,https://www.tripadvisor.com/Attraction_Review-g28970-d102530-Reviews-The_Pentagon-Washington_DC_District_of_Columbia.html,+1 703-545-6700,The Pentagon ATTRACTION
325,President Lincoln's Cottage,ATTRACTION,38.94178,-77.01174,https://www.tripadvisor.com/Attraction_Review-g28970-d581522-Reviews-President_Lincoln_s_Cottage-Washington_DC_District_of_Columbia.html,+1 202-829-0436,President Lincoln's Cottage ATTRACTION
326,Bureau Of Engraving And Printing,ATTRACTION,38.885662,-77.03231,https://www.tripadvisor.com/Attraction_Review-g28970-d103973-Reviews-Bureau_Of_Engraving_And_Printing-Washington_DC_District_of_Columbia.html,+1 877-874-4114,Bureau Of Engraving And Printing ATTRACTION
327,Smithsonian National Museum of Asian Art,ATTRACTION,38.88817,-77.02738,https://www.tripadvisor.com/Attraction_Review-g28970-d130100-Reviews-Smithsonian_National_Museum_of_Asian_Art-Washington_DC_District_of_Columbia.html,+1 202-633-1000,Smithsonian National Museum of Asian Art ATTRACTION
328,Capital One Arena,ATTRACTION,38.898064,-77.020805,https://www.tripadvisor.com/Attraction_Review-g28970-d615503-Reviews-Capital_One_Arena-Washington_DC_District_of_Columbia.html,+1 202-628-3200,Capital One Arena ATTRACTION
329,Albert Einstein Memorial,ATTRACTION,38.892418,-77.0484,https://www.tripadvisor.com/Attraction_Review-g28970-d196394-Reviews-Albert_Einstein_Memorial-Washington_DC_District_of_Columbia.html,+1 12345678,Albert Einstein Memorial ATTRACTION
330,FBI Headquarters,ATTRACTION,38.89532,-77.02504,https://www.tripadvisor.com/Attraction_Review-g28970-d1198730-Reviews-FBI_Headquarters-Washington_DC_District_of_Columbia.html,+1 202-324-3000,FBI Headquarters ATTRACTION
331,Supreme Court,ATTRACTION,38.890656,-77.00444,https://www.tripadvisor.com/Attraction_Review-g28970-d103228-Reviews-Supreme_Court-Washington_DC_District_of_Columbia.html,+1 202-479-3000,Supreme Court ATTRACTION
332,"The Morrow Washington DC, Curio Collection by Hilton",HOTEL,38.905773,-77.00273,https://www.tripadvisor.com/Hotel_Review-g28970-d24799068-Reviews-The_Morrow_Washington_DC_Curio_Collection_by_Hilton-Washington_DC_District_of_Columbia.html,18444428746,"The Morrow Washington DC, Curio Collection by Hilton HOTEL"
333,Omni Shoreham Hotel,HOTEL,38.922962,-77.0537,https://www.tripadvisor.com/Hotel_Review-g28970-d84087-Reviews-Omni_Shoreham_Hotel-Washington_DC_District_of_Columbia.html,18005782900,Omni Shoreham Hotel HOTEL
334,State Plaza Hotel,HOTEL,38.89624,-77.04749,https://www.tripadvisor.com/Hotel_Review-g28970-d84104-Reviews-State_Plaza_Hotel-Washington_DC_District_of_Columbia.html,+1 202-861-8200,State Plaza Hotel HOTEL
335,"Holiday Inn Washington-Central/White House, an IHG Hotel",HOTEL,38.90778,-77.034775,https://www.tripadvisor.com/Hotel_Review-g28970-d84073-Reviews-Holiday_Inn_Washington_Central_White_House_an_IHG_Hotel-Washington_DC_District_of_Columbi.html,18556311475,"Holiday Inn Washington-Central/White House, an IHG Hotel HOTEL"
336,Hotel Zena Washington Dc,HOTEL,38.905083,-77.031586,https://www.tripadvisor.com/Hotel_Review-g28970-d939976-Reviews-Hotel_Zena_Washington_Dc-Washington_DC_District_of_Columbia.html,12027371200,Hotel Zena Washington Dc HOTEL
337,"Holiday Inn Express Washington DC Downtown, an IHG Hotel",HOTEL,38.90285,-77.016014,https://www.tripadvisor.com/Hotel_Review-g28970-d23529956-Reviews-Holiday_Inn_Express_Washington_DC_Downtown_an_IHG_Hotel-Washington_DC_District_of_Colu.html,18335531653,"Holiday Inn Express Washington DC Downtown, an IHG Hotel HOTEL"
338,"The Westin Washington, D.C. City Center",HOTEL,38.9057,-77.033,https://www.tripadvisor.com/Hotel_Review-g28970-d120585-Reviews-The_Westin_Washington_D_C_City_Center-Washington_DC_District_of_Columbia.html,18446310595,"The Westin Washington, D.C. City Center HOTEL"
